type,role,mac,rssi,rate,sig_mode,mcs,bandwidth,smoothing,not_sounding,aggregation,stbc,fec_coding,sgi,noise_floor,ampdu_cnt,channel,secondary_channel,local_timestamp,ant,sig_len,rx_state,real_time_set,real_timestamp,len,CSI_DATA,pc_timestamp
CSI_DATA,STA,20:6E:F1:85:57:D5,-50,11,1,4,1,1,1,0,0,0,0,-96,0,6,1,2880462940,0,110,0,0,2880.16,384,[0 0 0 0 0 0 0 0 0 0 0 0 0 -7 0 -7 0 -8 1 -8 1 -8 1 -8 1 -8 2 -8 1 -9 2 -9 2 -9 3 -9 3 -9 3 -9 3 -9 2 -9 2 -8 2 -9 2 -9 2 -9 2 -9 1 -10 2 -10 3 -9 3 -10 3 -9 0 0 3 -8 3 -8 3 -7 2 -7 2 -6 1 -6 1 -6 0 -6 0 -6 0 -6 0 -6 0 -6 0 -6 0 -5 -1 -5 -1 -5 -1 -5 -1 -4 -2 -4 -2 -4 -2 -4 -3 -4 -3 -5 -3 -5 -3 -6 -3 -6 0 0 0 0 0 0 0 0 0 0 ],1771738835.888509
CSI_DATA,STA,20:6E:F1:85:57:D5,-49,11,1,4,1,1,1,0,0,0,0,-96,0,6,1,2880464933,0,110,0,0,2880.19,384,[0 0 0 0 0 0 0 0 0 0 0 0 -7 2 -6 2 -7 2 -7 2 -7 2 -8 2 -8 2 -8 1 -9 2 -9 1 -8 1 -9 0 -9 1 -9 1 -9 1 -9 1 -9 1 -9 1 -8 1 -9 2 -9 2 -9 2 -10 2 -9 1 -9 1 -10 1 0 0 -9 0 -8 0 -7 0 -8 0 -6 0 -6 1 -6 1 -6 1 -6 1 -5 2 -5 2 -5 2 -5 2 -4 2 -4 2 -4 2 -4 2 -4 2 -3 3 -3 3 -3 3 -3 3 -3 4 -3 4 -4 4 -4 4 0 0 0 0 0 0 0 0 0 0 ],1771738835.924274
CSI_DATA,STA,20:6E:F1:85:57:D5,-50,11,1,4,1,1,1,0,0,0,0,-96,0,6,1,2880538592,0,110,0,0,2880.23,384,[0 0 0 0 0 0 0 0 0 0 0 0 6 3 6 3 6 3 6 4 6 4 6 5 6 4 7 5 6 5 6 5 6 5 7 5 6 6 6 6 7 6 6 6 6 6 6 5 7 5 7 4 7 4 7 5 7 5 7 5 7 5 7 6 0 0 6 6 5 6 5 5 4 4 4 4 4 3 4 3 4 2 4 2 4 2 4 2 4 2 4 1 4 1 3 1 3 1 3 0 3 0 3 0 3 -1 3 -1 3 -1 3 -2 4 -2 5 -2 5 -1 0 0 0 0 0 0 0 0 0 0 ],1771738835.956346
CSI_DATA,STA,20:6E:F1:85:57:D5,-51,11,1,6,1,1,1,0,0,0,0,-96,0,6,1,2880539901,0,110,0,0,2880.26,384,[0 0 0 0 0 0 0 0 0 0 0 0 -2 6 -2 6 -3 7 -3 7 -3 7 -3 7 -4 7 -4 8 -4 7 -5 8 -5 8 -5 7 -5 8 -5 8 -5 8 -5 7 -5 7 -4 7 -4 8 -4 8 -4 8 -4 9 -4 8 -5 8 -5 8 -5 8 0 0 -5 7 -5 7 -5 6 -4 5 -4 5 -3 5 -3 5 -2 5 -2 5 -2 5 -2 4 -1 5 -1 4 -1 4 -1 4 -1 3 -1 3 0 3 0 3 0 3 1 3 1 3 1 3 2 4 2 4 2 5 0 0 0 0 0 0 0 0 0 0 ],1771738835.990894
CSI_DATA,STA,20:6E:F1:85:57:D5,-50,11,1,4,1,1,1,0,0,0,0,-96,0,6,1,2880541367,0,110,0,0,2880.3,384,[0 0 0 0 0 0 0 0 0 0 0 0 -4 -6 -3 -7 -3 -7 -3 -8 -2 -8 -3 -8 -2 -8 -2 -9 -2 -9 -2 -9 -2 -9 -2 -9 -2 -9 -2 -9 -1 -9 -1 -9 -2 -9 -2 -9 -2 -9 -2 -9 -2 -9 -2 -10 -3 -10 -2 -10 -2 -10 -2 -10 0 0 -1 -9 0 -9 0 -8 -1 -7 -1 -7 -1 -7 -1 -6 -2 -6 -2 -6 -2 -5 -3 -5 -2 -5 -2 -5 -2 -5 -2 -4 -2 -4 -2 -4 -3 -3 -3 -3 -3 -3 -3 -3 -3 -3 -4 -3 -4 -3 -5 -3 -5 -4 0 0 0 0 0 0 0 0 0 0 ],1771738836.03154
CSI_DATA,STA,20:6E:F1:85:57:D5,-50,11,1,4,1,1,1,0,0,0,0,-96,0,6,1,2880542458,0,110,0,0,2880.34,384,[0 0 0 0 0 0 0 0 0 0 0 0 6 3 6 3 6 3 6 3 6 4 6 4 6 4 6 5 6 5 7 5 6 5 7 5 6 5 6 5 6 5 6 6 6 5 7 5 6 5 7 4 7 4 7 5 8 5 7 5 7 5 7 6 0 0 6 5 5 5 5 5 5 4 4 4 4 3 4 2 4 2 4 2 5 1 4 1 4 1 4 1 4 1 4 1 3 1 3 0 3 0 3 -1 3 -1 3 -1 3 -1 3 -2 4 -2 4 -2 5 -1 0 0 0 0 0 0 0 0 0 0 ],1771738836.063488
CSI_DATA,STA,20:6E:F1:85:57:D5,-50,11,1,4,1,1,1,0,0,0,0,-96,0,6,1,2880543360,0,110,0,0,2880.37,384,[0 0 0 0 0 0 0 0 0 0 0 0 -5 4 -6 4 -6 4 -6 4 -7 4 -7 4 -7 4 -8 4 -8 3 -8 4 -8 4 -8 4 -8 4 -8 4 -8 4 -8 3 -8 3 -8 3 -8 4 -8 4 -8 4 -8 4 -8 5 -8 5 -8 5 -9 4 0 0 -9 3 -8 2 -7 2 -7 2 -6 2 -6 2 -6 2 -5 2 -5 2 -4 3 -4 3 -4 3 -4 3 -4 3 -4 2 -3 2 -3 2 -3 2 -3 3 -2 3 -2 3 -2 3 -1 3 -1 4 -2 4 -2 5 0 0 0 0 0 0 0 0 0 0 ],1771738836.098913
CSI_DATA,STA,20:6E:F1:85:57:D5,-50,11,1,4,1,1,1,0,0,0,0,-96,0,6,1,2880544505,0,110,0,0,2880.4,384,[0 0 0 0 0 0 0 0 0 0 0 0 -7 2 -7 1 -7 1 -8 1 -8 1 -8 1 -9 0 -9 0 -9 0 -9 0 -9 0 -9 0 -9 0 -10 0 -9 0 -9 -1 -9 -1 -9 0 -9 0 -9 0 -9 1 -10 1 -10 1 -10 0 -10 0 -10 0 0 0 -9 -1 -8 -1 -8 -1 -7 -1 -6 -1 -6 0 -6 0 -5 0 -6 0 -6 1 -6 1 -5 1 -5 1 -5 1 -4 1 -4 1 -4 1 -4 1 -3 1 -3 2 -3 2 -3 2 -3 3 -3 3 -4 4 -4 3 0 0 0 0 0 0 0 0 0 0 ],1771738836.135726
CSI_DATA,STA,20:6E:F1:85:57:D5,-50,11,1,4,1,1,1,0,0,0,0,-96,0,6,1,2880546803,0,110,0,0,2880.44,384,[0 0 0 0 0 0 0 0 0 0 0 0 -7 -3 -8 -3 -7 -3 -8 -4 -7 -4 -8 -5 -8 -5 -8 -5 -8 -5 -8 -5 -8 -5 -8 -5 -8 -6 -8 -6 -8 -6 -8 -6 -8 -6 -8 -5 -8 -5 -9 -5 -9 -4 -9 -5 -9 -5 -9 -5 -9 -5 -9 -6 0 0 -8 -6 -7 -5 -7 -5 -6 -4 -6 -4 -6 -3 -5 -3 -5 -2 -6 -2 -5 -2 -6 -2 -6 -2 -5 -2 -5 -1 -5 -1 -5 -1 -4 -1 -4 0 -4 0 -4 0 -4 0 -4 1 -4 1 -5 2 -5 2 -6 1 0 0 0 0 0 0 0 0 0 0 ],1771738836.175329
CSI_DATA,STA,20:6E:F1:85:57:D5,-51,11,1,6,1,1,1,0,0,0,0,-96,0,6,1,2880547512,0,110,0,0,2880.48,384,[0 0 0 0 0 0 0 0 0 0 0 0 3 -5 4 -5 4 -6 4 -6 5 -6 5 -5 5 -5 6 -5 6 -5 6 -6 6 -5 6 -5 6 -5 7 -6 6 -5 6 -5 6 -5 6 -5 6 -6 6 -6 6 -6 6 -6 6 -6 7 -6 7 -6 7 -5 0 0 6 -5 6 -4 5 -4 5 -3 4 -4 4 -4 4 -4 3 -4 3 -4 3 -4 3 -4 3 -4 2 -4 2 -4 2 -4 1 -4 1 -4 1 -4 1 -4 1 -4 0 -4 0 -4 0 -4 0 -5 0 -5 0 -5 0 0 0 0 0 0 0 0 0 0 ],1771738836.210767
CSI_DATA,STA,20:6E:F1:85:57:D5,-50,11,1,4,1,1,1,0,0,0,0,-96,0,6,1,2880548582,0,110,0,0,2880.52,384,[0 0 0 0 0 0 0 0 0 0 0 0 -4 5 -5 5 -5 5 -6 6 -6 5 -6 5 -6 5 -7 5 -7 5 -7 6 -7 6 -7 6 -8 6 -8 6 -8 5 -7 5 -7 5 -7 5 -7 6 -7 6 -7 6 -7 6 -7 7 -7 6 -8 6 -8 6 0 0 -8 5 -7 4 -7 4 -6 4 -5 3 -5 4 -5 4 -4 4 -4 3 -3 4 -3 4 -3 4 -3 4 -3 4 -2 3 -3 3 -2 3 -2 3 -1 3 -1 3 -1 3 -1 3 0 4 0 4 0 5 -1 5 0 0 0 0 0 0 0 0 0 0 ],1771738836.246103
CSI_DATA,STA,20:6E:F1:85:57:D5,-50,11,1,4,1,1,1,0,0,0,0,-96,0,6,1,2880549448,0,110,0,0,2880.55,384,[0 0 0 0 0 0 0 0 0 0 0 0 3 -6 3 -6 4 -6 4 -6 5 -6 5 -6 5 -6 5 -6 6 -6 6 -6 6 -6 6 -6 6 -6 6 -6 6 -6 6 -6 6 -6 6 -6 6 -6 6 -7 6 -7 6 -7 6 -7 6 -7 6 -7 7 -6 0 0 7 -5 6 -5 6 -4 5 -4 4 -4 4 -4 4 -4 3 -4 3 -4 3 -5 2 -4 2 -4 2 -4 2 -4 2 -4 1 -4 1 -4 1 -4 1 -4 0 -4 0 -4 0 -4 0 -5 0 -5 0 -5 0 -6 0 0 0 0 0 0 0 0 0 0 ],1771738836.281823
CSI_DATA,STA,20:6E:F1:85:57:D5,-50,11,1,4,1,1,1,0,0,0,0,-96,0,6,1,2880892882,0,110,0,0,2880.59,384,[0 0 0 0 0 0 0 0 0 0 0 0 5 -4 6 -4 6 -3 6 -3 7 -3 7 -3 7 -3 8 -3 8 -3 8 -2 8 -2 8 -2 9 -2 8 -2 8 -2 8 -2 8 -2 8 -2 8 -3 8 -3 8 -3 8 -4 9 -3 9 -3 9 -2 9 -2 0 0 9 -2 8 -1 7 -2 7 -1 6 -2 6 -2 5 -2 5 -2 5 -2 5 -2 5 -3 4 -2 4 -2 4 -3 3 -2 3 -3 3 -3 2 -3 2 -3 2 -3 2 -3 1 -4 2 -4 2 -4 2 -5 2 -5 0 0 0 0 0 0 0 0 0 0 ],1771738836.317455
CSI_DATA,STA,20:6E:F1:85:57:D5,-49,11,1,4,1,1,1,0,0,0,0,-96,0,6,1,2880895060,0,110,0,0,2880.62,384,[0 0 0 0 0 0 0 0 0 0 0 0 -3 -7 -3 -7 -2 -8 -2 -8 -2 -8 -2 -8 -2 -8 -2 -9 -2 -9 -1 -9 -2 -9 -2 -10 -1 -10 -1 -10 -1 -10 -1 -9 -1 -10 -2 -9 -2 -10 -2 -9 -2 -10 -2 -10 -2 -10 -2 -11 -1 -11 -1 -10 0 0 -1 -10 0 -9 0 -9 0 -8 -1 -8 -1 -7 -1 -6 -2 -6 -2 -6 -2 -6 -2 -6 -2 -6 -2 -6 -2 -5 -2 -5 -2 -4 -2 -4 -3 -4 -3 -3 -3 -3 -3 -3 -3 -3 -4 -3 -4 -3 -5 -4 -5 -4 0 0 0 0 0 0 0 0 0 0 ],1771738836.359045
CSI_DATA,STA,20:6E:F1:85:57:D5,-49,11,1,4,1,1,1,0,0,0,0,-96,0,6,1,2880971167,0,110,0,0,2880.67,384,[0 0 0 0 0 0 0 0 0 0 0 0 3 -6 4 -6 4 -6 5 -6 5 -6 5 -6 5 -6 6 -6 6 -6 6 -6 6 -6 6 -6 7 -7 7 -6 7 -7 7 -5 7 -6 6 -6 7 -7 7 -6 7 -7 7 -7 7 -7 7 -7 7 -7 7 -7 0 0 8 -5 7 -5 7 -5 6 -4 5 -4 5 -4 5 -4 4 -4 4 -4 3 -4 3 -4 3 -4 3 -4 2 -4 2 -3 2 -4 1 -3 1 -4 1 -4 0 -3 0 -4 0 -4 0 -4 -1 -5 0 -5 0 -6 0 0 0 0 0 0 0 0 0 0 ],1771738836.394342
CSI_DATA,STA,20:6E:F1:85:57:D5,-49,11,1,4,1,1,1,0,0,0,0,-96,0,6,1,2880972743,0,110,0,0,2880.7,384,[0 0 0 0 0 0 0 0 0 0 0 0 -3 -6 -3 -7 -2 -7 -2 -8 -2 -8 -2 -8 -2 -8 -2 -9 -2 -9 -2 -9 -2 -9 -2 -10 -2 -10 -2 -10 -1 -10 -1 -10 -1 -10 -2 -9 -2 -10 -2 -10 -2 -10 -2 -10 -2 -10 -2 -11 -2 -11 -2 -10 0 0 -1 -10 0 -9 0 -9 0 -8 -1 -8 -1 -7 -1 -7 -1 -6 -2 -6 -2 -6 -2 -6 -2 -6 -2 -5 -2 -5 -2 -4 -2 -4 -2 -4 -3 -3 -3 -3 -3 -3 -3 -3 -3 -3 -4 -2 -4 -3 -5 -3 -5 -4 0 0 0 0 0 0 0 0 0 0 ],1771738836.435633
CSI_DATA,STA,20:6E:F1:85:57:D5,-51,11,1,6,1,1,1,0,0,0,0,-96,0,6,1,2880973124,0,110,0,0,2880.74,384,[0 0 0 0 0 0 0 0 0 0 0 0 -2 -6 -2 -6 -1 -7 -1 -7 -1 -8 -1 -8 -1 -8 -1 -8 -1 -8 -1 -9 -1 -9 -1 -9 0 -9 0 -9 0 -9 0 -9 0 -9 0 -9 -1 -9 -1 -9 -1 -9 -1 -10 -1 -10 -1 -10 -1 -10 0 -10 0 0 0 -9 1 -9 1 -8 0 -7 0 -7 0 -6 -1 -6 -1 -6 -1 -5 -1 -5 -2 -5 -2 -5 -1 -5 -2 -4 -2 -4 -2 -4 -2 -4 -2 -3 -2 -3 -2 -2 -3 -2 -3 -3 -3 -3 -4 -3 -4 -3 -4 -4 0 0 0 0 0 0 0 0 0 0 ],1771738836.47531
CSI_DATA,STA,20:6E:F1:85:57:D5,-51,11,1,6,1,1,1,0,0,0,0,-96,0,6,1,2880973331,0,110,0,0,2880.78,384,[0 0 0 0 0 0 0 0 0 0 0 0 -4 -5 -4 -6 -4 -6 -4 -6 -4 -7 -4 -7 -4 -7 -4 -7 -4 -7 -4 -8 -4 -8 -4 -8 -3 -8 -3 -8 -4 -8 -4 -8 -4 -8 -4 -8 -4 -8 -4 -8 -5 -8 -5 -8 -5 -9 -4 -9 -4 -9 -4 -9 0 0 -3 -8 -3 -8 -3 -7 -3 -7 -3 -6 -3 -6 -3 -5 -3 -5 -3 -5 -3 -5 -3 -5 -3 -4 -3 -4 -3 -4 -3 -3 -3 -3 -3 -3 -3 -2 -3 -2 -3 -2 -3 -1 -3 -1 -4 -1 -4 -1 -5 -1 -5 -2 0 0 0 0 0 0 0 0 0 0 ],1771738836.515979
CSI_DATA,STA,20:6E:F1:85:57:D5,-49,11,1,4,1,1,1,0,0,0,0,-96,0,6,1,2880974419,0,110,0,0,2880.82,384,[0 0 0 0 0 0 0 0 0 0 0 0 6 1 6 1 6 1 7 2 6 2 7 2 7 3 7 3 7 3 7 3 7 3 8 3 8 4 8 4 8 4 8 4 8 4 8 3 8 3 8 3 8 3 8 3 8 4 9 4 9 4 9 4 0 0 7 5 6 4 6 4 5 3 5 3 5 2 5 2 4 2 5 2 5 1 5 1 5 1 4 1 4 0 3 0 3 0 3 0 3 -1 3 -1 3 -1 3 -1 3 -2 3 -2 3 -3 4 -3 4 -2 0 0 0 0 0 0 0 0 0 0 ],1771738836.548137
CSI_DATA,STA,20:6E:F1:85:57:D5,-50,11,1,6,1,1,1,0,0,0,0,-96,0,6,1,2880975101,0,110,0,0,2880.85,384,[0 0 0 0 0 0 0 0 0 0 0 0 -7 0 -8 0 -7 0 -8 -1 -8 -1 -9 -1 -9 -1 -9 -1 -9 -1 -9 -1 -10 -2 -10 -2 -10 -2 -10 -2 -10 -2 -10 -2 -10 -2 -9 -2 -10 -2 -10 -1 -10 -1 -10 -1 -10 -2 -11 -2 -10 -2 -10 -2 0 0 -9 -3 -9 -3 -8 -3 -8 -3 -7 -2 -7 -2 -6 -1 -6 -1 -6 -1 -6 0 -6 0 -6 0 -5 0 -5 0 -5 0 -4 0 -4 0 -4 1 -3 1 -3 1 -3 1 -3 2 -3 2 -4 3 -4 3 -5 3 0 0 0 0 0 0 0 0 0 0 ],1771738836.5875242
CSI_DATA,STA,20:6E:F1:85:57:D5,-49,11,1,4,1,1,1,0,0,0,0,-96,0,6,1,2880976243,0,110,0,0,2880.89,384,[0 0 0 0 0 0 0 0 0 0 0 0 -7 -2 -7 -3 -7 -3 -7 -4 -7 -4 -7 -4 -8 -5 -8 -5 -8 -5 -8 -5 -8 -5 -8 -6 -8 -6 -8 -6 -8 -6 -8 -6 -8 -6 -8 -6 -8 -6 -8 -6 -8 -6 -9 -6 -9 -6 -9 -6 -9 -6 -8 -7 0 0 -7 -7 -7 -6 -6 -6 -6 -5 -6 -5 -5 -5 -5 -4 -5 -4 -5 -3 -5 -3 -6 -3 -5 -3 -5 -2 -5 -2 -4 -2 -4 -2 -4 -1 -4 -1 -4 -1 -4 0 -4 0 -4 0 -4 1 -5 1 -5 1 -6 0 0 0 0 0 0 0 0 0 0 0 ],1771738836.627192
CSI_DATA,STA,20:6E:F1:85:57:D5,-50,11,1,4,1,1,1,0,0,0,0,-96,0,6,1,2881011638,0,110,0,0,2880.93,384,[0 0 0 0 0 0 0 0 0 0 0 0 -5 4 -5 4 -6 4 -6 4 -6 4 -7 4 -7 4 -7 4 -8 4 -8 4 -8 4 -8 4 -8 4 -9 4 -8 4 -9 3 -8 4 -8 4 -8 4 -9 4 -9 4 -9 5 -9 4 -9 4 -9 4 -10 3 0 0 -9 2 -9 2 -8 2 -8 2 -7 2 -7 2 -6 2 -6 2 -6 2 -5 2 -5 3 -5 3 -4 2 -4 2 -4 2 -4 2 -3 2 -3 2 -3 2 -3 3 -3 3 -2 3 -2 3 -2 4 -2 4 -2 5 0 0 0 0 0 0 0 0 0 0 ],1771738836.6621609
CSI_DATA,STA,20:6E:F1:85:57:D5,-51,11,1,4,1,1,1,0,0,0,0,-96,0,6,1,2881275383,0,110,0,0,2880.97,384,[0 0 0 0 0 0 0 0 0 0 0 0 -6 1 -6 1 -6 1 -6 1 -7 1 -6 0 -7 0 -7 0 -7 0 -7 0 -7 0 -8 0 -8 0 -8 0 -8 0 -8 0 -7 0 -8 0 -7 1 -8 1 -8 1 -8 1 -9 1 -9 1 -9 0 -9 0 0 0 -8 -1 -8 0 -7 -1 -7 -1 -6 -1 -6 0 -5 0 -5 0 -5 0 -5 0 -5 0 -5 1 -5 1 -4 0 -4 1 -4 0 -3 1 -3 1 -2 1 -2 1 -2 1 -2 2 -2 2 -2 3 -3 3 -3 4 0 0 0 0 0 0 0 0 0 0 ],1771738836.698308
CSI_DATA,STA,20:6E:F1:85:57:D5,-52,11,1,6,1,1,1,0,0,0,0,-96,0,6,1,2881275868,0,110,0,0,2881,384,[0 0 0 0 0 0 0 0 0 0 0 0 4 -3 4 -3 4 -3 4 -3 5 -3 5 -3 5 -3 5 -3 6 -3 6 -3 6 -3 6 -3 6 -3 6 -3 6 -3 6 -3 6 -3 6 -3 6 -3 6 -3 6 -4 7 -4 7 -4 7 -4 7 -3 7 -3 0 0 7 -2 6 -2 6 -2 6 -2 5 -2 5 -2 5 -2 4 -2 4 -2 4 -2 3 -2 3 -2 3 -2 3 -2 3 -2 2 -2 2 -2 2 -2 2 -2 2 -2 1 -3 1 -3 1 -3 0 -4 1 -4 1 -5 0 0 0 0 0 0 0 0 0 0 ],1771738836.733623
CSI_DATA,STA,20:6E:F1:85:57:D5,-51,11,1,4,1,1,1,0,0,0,0,-96,0,6,1,2881277236,0,110,0,0,2881.04,384,[0 0 0 0 0 0 0 0 0 0 0 0 3 -5 3 -4 3 -5 3 -5 4 -5 4 -5 4 -5 4 -5 4 -5 5 -5 5 -5 5 -5 5 -5 5 -5 5 -5 5 -5 5 -5 5 -5 5 -5 5 -6 5 -6 5 -6 5 -6 6 -6 6 -6 6 -5 0 0 6 -5 6 -5 5 -4 5 -4 4 -4 4 -4 4 -4 3 -4 3 -4 3 -4 2 -4 3 -4 2 -3 2 -3 2 -3 2 -3 1 -3 1 -3 1 -3 0 -3 0 -3 0 -3 -1 -4 -1 -4 -1 -4 -1 -5 0 0 0 0 0 0 0 0 0 0 ],1771738836.769723
CSI_DATA,STA,20:6E:F1:85:57:D5,-52,11,1,6,1,1,1,0,0,0,0,-96,0,6,1,2881277546,0,110,0,0,2881.07,384,[0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 5 0 5 0 5 0 6 0 5 0 6 -1 6 -1 6 -1 7 -1 7 -1 7 -2 7 -2 7 -1 7 -1 7 -1 6 -1 7 -1 7 0 7 0 7 0 7 -1 8 -1 8 -1 8 -1 8 0 0 -2 7 -2 7 -2 6 -2 6 -1 5 -1 5 -1 4 -1 4 -1 4 0 4 0 4 0 4 -1 4 -1 3 0 3 0 3 0 3 0 2 0 2 1 2 1 1 1 1 2 2 2 2 3 2 3 2 0 0 0 0 0 0 0 0 0 0 ],1771738836.8035378
CSI_DATA,STA,20:6E:F1:85:57:D5,-52,11,1,6,1,1,1,0,0,0,0,-96,0,6,1,2881278374,0,110,0,0,2881.11,384,[0 0 0 0 0 0 0 0 0 0 0 0 4 -3 5 -3 5 -3 5 -3 5 -3 5 -3 6 -3 6 -3 6 -3 6 -3 7 -2 7 -2 7 -2 7 -2 7 -2 7 -2 7 -3 7 -3 6 -3 6 -3 7 -3 7 -4 7 -3 8 -3 8 -3 8 -2 0 0 7 -2 7 -2 6 -2 6 -1 5 -2 5 -2 4 -2 4 -2 4 -2 4 -2 4 -2 4 -2 3 -2 3 -2 3 -2 2 -2 2 -2 2 -2 1 -2 1 -2 1 -3 0 -3 1 -4 1 -4 1 -5 1 -5 0 0 0 0 0 0 0 0 0 0 ],1771738836.8387468
CSI_DATA,STA,20:6E:F1:85:57:D5,-51,11,1,4,1,1,1,0,0,0,0,-96,0,6,1,2881279350,0,110,0,0,2881.14,384,[0 0 0 0 0 0 0 0 0 0 0 0 4 -4 4 -3 5 -4 4 -4 5 -4 5 -3 6 -4 6 -3 6 -4 7 -4 6 -3 7 -3 7 -3 7 -3 6 -3 7 -3 6 -3 7 -4 6 -4 7 -4 6 -4 7 -5 8 -4 7 -4 8 -4 8 -3 0 0 7 -2 7 -3 6 -2 6 -2 5 -2 5 -2 5 -2 4 -3 4 -3 4 -3 4 -2 3 -3 3 -2 3 -2 3 -3 2 -2 2 -3 2 -2 2 -2 1 -3 1 -3 1 -3 0 -4 1 -4 1 -5 1 -5 0 0 0 0 0 0 0 0 0 0 ],1771738836.87437
CSI_DATA,STA,20:6E:F1:85:57:D5,-51,11,1,4,1,1,1,0,0,0,0,-96,0,6,1,2881280551,0,110,0,0,2881.18,384,[0 0 0 0 0 0 0 0 0 0 0 0 -5 -3 -5 -3 -5 -4 -5 -4 -5 -4 -5 -4 -6 -4 -6 -5 -6 -4 -6 -5 -6 -5 -6 -5 -6 -5 -6 -5 -6 -5 -6 -5 -6 -5 -6 -5 -6 -5 -7 -5 -7 -5 -7 -5 -7 -5 -7 -6 -7 -6 -6 -6 0 0 -6 -6 -5 -6 -5 -5 -5 -5 -4 -5 -4 -5 -4 -4 -4 -4 -4 -3 -4 -3 -4 -3 -4 -3 -4 -3 -3 -3 -4 -2 -3 -2 -3 -2 -3 -1 -3 -1 -3 -1 -3 -1 -3 0 -4 0 -4 0 -4 0 -5 1 0 0 0 0 0 0 0 0 0 0 ],1771738836.9144
CSI_DATA,STA,20:6E:F1:85:57:D5,-49,11,1,4,1,1,1,0,0,0,0,-96,0,6,1,2881526835,0,110,0,0,2881.22,384,[0 0 0 0 0 0 0 0 0 0 0 0 5 0 6 0 6 0 6 1 6 1 6 1 6 1 7 1 7 2 7 2 7 2 7 2 7 2 7 2 7 2 7 3 7 3 7 2 7 2 7 2 8 2 8 2 8 2 8 3 8 3 8 3 0 0 8 4 7 4 6 4 6 3 5 3 6 2 5 2 5 2 5 2 5 1 5 1 5 1 5 1 4 1 4 1 4 1 4 0 3 0 4 -1 3 -1 4 -2 4 -2 4 -3 4 -3 4 -3 5 -3 0 0 0 0 0 0 0 0 0 0 ],1771738836.946455
CSI_DATA,STA,20:6E:F1:85:57:D5,-50,11,1,4,1,1,1,0,0,0,0,-96,0,6,1,2881529671,0,110,0,0,2881.25,384,[0 0 0 0 0 0 0 0 0 0 0 0 -1 5 -1 5 -2 6 -2 6 -2 6 -3 6 -3 6 -3 6 -3 7 -3 7 -3 7 -4 7 -4 7 -4 7 -4 7 -5 7 -4 7 -4 7 -4 7 -4 7 -4 8 -5 8 -4 8 -4 8 -5 8 -5 8 0 0 -6 7 -6 6 -5 6 -5 5 -5 5 -4 5 -4 5 -4 5 -4 5 -3 5 -3 5 -3 5 -3 4 -3 4 -3 4 -2 4 -2 4 -1 3 -1 4 -1 3 0 4 0 4 0 4 1 4 1 5 0 5 0 0 0 0 0 0 0 0 0 0 ],1771738836.981164
CSI_DATA,STA,20:6E:F1:85:57:D5,-47,11,1,4,0,1,1,0,0,0,0,-96,0,6,1,2881530555,0,110,0,0,2881.29,256,[0 0 0 0 0 0 0 0 0 0 0 0 -3 -12 -2 -12 -1 -13 -1 -13 -1 -13 -1 -14 0 -14 0 -15 1 -15 0 -15 1 -16 1 -16 1 -16 2 -16 2 -17 3 -16 2 -17 2 -16 2 -17 2 -17 1 -17 2 -18 1 -18 2 -18 2 -19 3 -19 0 0 5 -17 6 -16 5 -15 5 -14 4 -14 4 -13 3 -13 2 -13 2 -12 1 -12 1 -12 1 -11 1 -11 1 -10 1 -10 0 -9 0 -9 -2 -9 -2 -9 -2 -8 -3 -8 -4 -8 -5 -8 -6 -8 -6 -9 -6 -10 0 0 0 0 0 0 0 0 0 0 ],1771738837.022337
CSI_DATA,STA,20:6E:F1:85:57:D5,-47,11,1,6,0,1,1,0,0,0,0,-96,0,6,1,2881530741,0,110,0,0,2881.33,256,[0 0 0 0 0 0 0 0 0 0 0 0 -3 -12 -2 -12 -1 -13 -1 -13 -1 -14 0 -14 0 -15 0 -15 0 -15 1 -15 1 -16 1 -16 2 -17 2 -17 2 -17 2 -17 2 -16 2 -17 2 -17 2 -17 1 -18 1 -18 1 -18 2 -19 3 -19 3 -19 0 0 5 -18 5 -17 5 -16 4 -15 3 -14 3 -14 3 -13 2 -13 2 -13 1 -12 1 -12 1 -12 1 -12 1 -11 0 -10 0 -10 -1 -9 -2 -9 -2 -8 -3 -8 -4 -8 -4 -8 -5 -8 -6 -9 -6 -9 -7 -11 0 0 0 0 0 0 0 0 0 0 ],1771738837.062909
CSI_DATA,STA,20:6E:F1:85:57:D5,-50,11,1,4,1,1,1,0,0,0,0,-96,0,6,1,2881532070,0,110,0,0,2881.37,384,[0 0 0 0 0 0 0 0 0 0 0 0 2 -6 3 -6 3 -6 3 -6 3 -6 4 -6 4 -6 4 -6 5 -6 5 -6 5 -6 5 -7 5 -7 5 -7 6 -6 6 -6 6 -6 6 -6 5 -7 5 -7 5 -7 6 -7 6 -7 6 -7 7 -7 7 -7 0 0 7 -6 7 -5 6 -5 6 -4 5 -5 5 -5 4 -5 4 -5 4 -5 4 -5 4 -5 3 -5 3 -5 3 -4 3 -4 2 -4 2 -4 1 -4 1 -4 1 -4 1 -4 0 -5 0 -5 0 -6 0 -6 0 -6 0 0 0 0 0 0 0 0 0 0 ],1771738837.098376
